0.0216;0.017;0.0252
0.0079;0.0179;0.0074
0.0062;0.0108;0.0148
0.005;0.0063;0.0057
0.0091;0.0085;0.0383
0.0044;0.0058;0.017
0.0049;0.0048;0.014
0.0118;0.0098;0.0153
0.0134;0.0128;0.0052
0.0083;0.0063;0.0099
0.0046;0.006;0.0137
0.0171;0.0183;0.0049
0.0046;0.0084;0.0042
0.012;0.005;0.0128
0.0104;0.0249;0.0046
0.0128;0.0066;0.0029
0.0033;0.0055;0.0048
0.0066;0.0047;0.0134
0.003;0.0037;0.0064
0.0168;0.018;0.0172
0.0105;0.0394;0.0071
0.0205;0.0063;0.0221
0.0141;0.0078;0.0049
0.0081;0.0175;0.006
0.0092;0.0251;0.0092
0.0058;0.006;0.0044
0.0034;0.0038;0.0032
0.0027;0.0159;0.0141
0.0058;0.0093;0.0049
0.0047;0.0058;0.0034
0.0048;0.0054;0.0046
0.0045;0.0211;0.0136
0.005;0.0041;0.0064
0.0037;0.0036;0.0032
0.0046;0.0167;0.0055
0.0073;0.0125;0.0083
0.005;0.0069;0.0065
0.0051;0.0066;0.0113
0.005;0.0096;0.0063
0.0053;0.0038;0.0032
0.0048;0.0104;0.0041
0.0232;0.0173;0.0047
0.0049;0.0045;0.0051
0.0064;0.0078;0.0397
0.0205;0.0162;0.0166
0.0052;0.0057;0.0053
0.006;0.0067;0.0068
0.0054;0.0041;0.0237
0.0176;0.0043;0.0046
0.0052;0.0049;0.0055
0.0033;0.005;0.0044
0.0076;0.0089;0.0038
0.0145;0.0135;0.0048
0.0041;0.0061;0.0035
0.0034;0.0073;0.0134
0.0033;0.0036;0.0035
0.0031;0.0034;0.0026
0.0033;0.0036;0.0085
0.0048;0.0061;0.0038
0.0034;0.0061;0.0028
0.0097;0.0148;0.0032
0.0094;0.0035;0.0042
0.004;0.0039;0.0031
0.005;0.0047;0.0034
0.003;0.0121;0.004
0.0036;0.0029;0.0031
0.0034;0.0056;0.0029
0.0047;0.006;0.0077
0.0028;0.0209;0.0121
0.0034;0.0041;0.0032
0.0035;0.0051;0.0069
0.0037;0.004;0.0028
0.0025;0.0033;0.0032
0.0064;0.0034;0.0029
0.0167;0.0058;0.0136
0.0108;0.0264;0.0029
0.0033;0.0043;0.0032
0.0035;0.0071;0.0064
0.0052;0.0035;0.0048
0.0041;0.0056;0.0045
0.0034;0.0039;0.0062
0.0105;0.0067;0.0061
0.0043;0.0134;0.0033
0.0035;0.0048;0.0044
0.0029;0.0034;0.0033
0.0039;0.0156;0.0036
0.0052;0.0054;0.0038
0.0065;0.0059;0.0028
0.0036;0.0045;0.0047
0.0056;0.0107;0.0092
0.0046;0.0092;0.0044
0.0047;0.0062;0.0079
0.0061;0.0044;0.0068
0.0037;0.0053;0.0076
0.008;0.0049;0.0048
0.0054;0.007;0.0037
0.0072;0.0155;0.0035
0.0075;0.0051;0.0041
0.0035;0.0032;0.0049
0.0057;0.0045;0.0036
0.0473;0.0538;0.0641
0.0341;0.0208;0.0477
0.0396;0.0179;0.024
0.0571;0.0526;0.0194
0.0369;0.0164;0.0186
0.0424;0.0144;0.0467
0.0242;0.0421;0.0274
0.0456;0.0175;0.0579
0.0321;0.0108;0.0137
0.0134;0.0321;0.0089
0.0123;0.0119;0.0482
0.0159;0.0234;0.0312
0.0201;0.0212;0.0207
0.0096;0.007;0.0132
0.0139;0.0079;0.0089
0.0226;0.026;0.0193
0.0234;0.0098;0.0063
0.0081;0.0081;0.0115
0.0209;0.0205;0.0086
0.0092;0.0106;0.0061
0.0174;0.0074;0.0142
0.0243;0.0099;0.0319
0.0086;0.0073;0.0067
0.0089;0.0066;0.0107
0.0389;0.0166;0.0369
0.0192;0.0072;0.0086
0.0096;0.0071;0.0158
0.0094;0.0174;0.0115
0.0176;0.0117;0.0092
0.0164;0.022;0.0112
0.0144;0.0208;0.0142
0.0128;0.0179;0.009
0.0102;0.01;0.0077
0.0112;0.0077;0.0091
0.018;0.0153;0.0115
0.009;0.0131;0.0069
0.008;0.029;0.0113
0.0135;0.0067;0.0183
0.0138;0.0166;0.0142
0.0218;0.0129;0.0152
0.0137;0.0117;0.0101
0.0166;0.0091;0.0091
0.0127;0.0607;0.0127
0.0088;0.0082;0.0113
0.0361;0.0105;0.0132
0.0137;0.0216;0.0155
0.0132;0.0113;0.0136
0.0135;0.0123;0.0268
0.017;0.0822;0.0176
0.0102;0.0085;0.0179
0.0111;0.0268;0.0082
0.0244;0.0145;0.0142
0.0093;0.0089;0.0112
0.01;0.0079;0.0156
0.0244;0.0121;0.0378
0.0103;0.0162;0.0081
0.0155;0.0113;0.0337
0.0195;0.0121;0.0122
0.0243;0.0173;0.0175
0.016;0.0221;0.0128
0.0125;0.0102;0.0231
0.0199;0.0148;0.0171
0.0153;0.0124;0.0186
0.0123;0.0165;0.0231
0.0174;0.0115;0.0147
0.0094;0.0071;0.0106
0.0085;0.0063;0.0363
0.0298;0.007;0.0082
0.0259;0.0081;0.0122
0.0157;0.012;0.0368
0.02;0.0124;0.0118
0.0147;0.0119;0.019
0.0157;0.0187;0.0138
0.018;0.0123;0.0127
0.0155;0.016;0.0154
0.0329;0.0159;0.0218
0.0211;0.0153;0.0123
0.0208;0.033;0.0206
0.0203;0.0156;0.0341
0.0612;0.0276;0.0141
0.0212;0.0113;0.0094
0.0101;0.0171;0.0148
0.0124;0.0293;0.0099
0.0151;0.0066;0.0114
0.014;0.0069;0.018
0.0112;0.0097;0.0116
0.0178;0.0124;0.0119
0.0091;0.012;0.0179
0.0209;0.0261;0.0183
0.0156;0.0162;0.0198
0.0185;0.0168;0.0147
0.0226;0.0451;0.0166
0.024;0.0129;0.021
0.0237;0.0275;0.0338
0.0241;0.0074;0.0127
0.0093;0.0251;0.0088
0.0081;0.0136;0.0111
0.0091;0.0063;0.0293
0.017;0.0118;0.0074
0.0113;0.017;0.0159
0.2226;0.0922;0.0652
0.2095;0.0646;0.0769
0.142;0.042;0.0688
0.0971;0.0477;0.0953
0.0678;0.0283;0.0491
0.0705;0.0261;0.0513
0.078;0.0488;0.0574
0.0753;0.0648;0.0626
0.1585;0.0469;0.0518
0.0503;0.0409;0.0247
0.0365;0.0206;0.0241
0.1015;0.0318;0.0338
0.0442;0.0331;0.0206
0.0632;0.0323;0.0322
0.0577;0.0424;0.0263
0.0608;0.0196;0.0156
0.0371;0.0239;0.0769
0.048;0.0543;0.0166
0.0466;0.027;0.0262
0.0483;0.0332;0.0197
0.0516;0.0194;0.0765
0.0416;0.0348;0.0278
0.0613;0.0275;0.0365
0.0395;0.0416;0.0363
0.0458;0.0371;0.0177
0.0593;0.029;0.0242
0.0499;0.0387;0.0523
0.0462;0.0296;0.033
0.0486;0.054;0.0409
0.0425;0.0298;0.0297
0.0642;0.0277;0.0253
0.0775;0.0282;0.1169
0.0647;0.0648;0.0254
0.0369;0.0243;0.039
0.0501;0.0219;0.032
0.0423;0.0144;0.045
0.0805;0.0244;0.0296
0.0532;0.0322;0.0285
0.0618;0.0349;0.0266
0.0492;0.022;0.0271
0.0375;0.0435;0.024
0.0364;0.014;0.0184
0.0905;0.0261;0.0362
0.0385;0.0226;0.0295
0.0352;0.0511;0.0323
0.0639;0.0293;0.0344
0.0366;0.0361;0.0206
0.0371;0.0389;0.0349
0.0622;0.0736;0.0341
0.0489;0.0257;0.0264
0.067;0.0495;0.0464
0.0678;0.0273;0.0227
0.0905;0.0352;0.0354
0.0768;0.0377;0.044
0.0595;0.022;0.0266
0.0729;0.0422;0.0238
0.0604;0.0581;0.039
0.0632;0.0432;0.0516
0.0625;0.0465;0.034
0.067;0.0354;0.0335
0.0675;0.0321;0.0243
0.0423;0.0223;0.0255
0.0411;0.0645;0.0349
0.0624;0.0487;0.0287
0.0771;0.0347;0.0249
0.0359;0.0219;0.0415
0.0375;0.0277;0.0311
0.054;0.0234;0.0383
0.0356;0.0224;0.0358
0.0442;0.0212;0.0381
0.0424;0.0281;0.0288
0.0871;0.0245;0.0258
0.1224;0.0166;0.0241
0.0637;0.0202;0.0206
0.0385;0.0185;0.03
0.0392;0.0177;0.0279
0.0593;0.0175;0.0178
0.0552;0.0205;0.0327
0.0601;0.0215;0.0285
0.0512;0.0576;0.0424
0.0646;0.015;0.0307
0.0415;0.0172;0.028
0.0565;0.051;0.0216
0.0338;0.0185;0.0475
0.0433;0.0139;0.0209
0.0385;0.0169;0.0269
0.0382;0.0247;0.032
0.071;0.0234;0.0211
0.0597;0.023;0.0298
0.0647;0.015;0.0274
0.042;0.0207;0.0318
0.0541;0.0268;0.0233
0.0546;0.0512;0.031
0.0422;0.018;0.0265
0.0366;0.0148;0.0196
0.106;0.0333;0.0195
0.0506;0.0169;0.0124
0.0518;0.0205;0.0161
0.0379;0.0571;0.0464
0.0664;0.0253;0.0246
0.6496;0.0878;0.0798
0.6955;0.1115;0.1442
0.7105;0.1232;0.1282
0.5775;0.0861;0.2261
0.7003;0.0653;0.1157
0.7629;0.0706;0.1355
0.3552;0.1444;0.1875
0.3769;0.067;0.0815
0.4091;0.0945;0.0688
0.2731;0.1059;0.1369
0.2494;0.05;0.076
0.3791;0.0996;0.0935
0.273;0.0988;0.0709
0.2899;0.0441;0.1639
0.5801;0.0756;0.0598
0.3045;0.0442;0.0734
0.3655;0.0982;0.1144
0.4086;0.0756;0.102
0.448;0.0801;0.0915
0.2608;0.0797;0.0529
0.2872;0.0745;0.1009
0.2649;0.0557;0.1543
0.3693;0.12;0.0609
0.3842;0.0537;0.11
0.2564;0.0858;0.0732
0.2445;0.1405;0.1508
0.2644;0.0806;0.1093
0.2571;0.0955;0.0946
0.3256;0.1793;0.1687
0.4445;0.0566;0.1053
0.2811;0.0842;0.0695
0.5292;0.0484;0.0941
0.2604;0.0797;0.066
0.3219;0.0715;0.074
0.2339;0.0746;0.1129
0.3828;0.2456;0.066
0.2748;0.0495;0.0656
0.2378;0.0846;0.1094
0.3306;0.0883;0.1074
0.4025;0.0481;0.0942
0.2476;0.0836;0.0766
0.4278;0.0684;0.072
0.261;0.0451;0.0468
0.2411;0.0484;0.0619
0.2638;0.0559;0.0643
0.2895;0.0438;0.0245
0.2717;0.0488;0.0596
0.2745;0.1241;0.1013
0.2506;0.0667;0.0982
0.2547;0.0413;0.1257
0.4368;0.0399;0.0564
0.2399;0.0365;0.0322
0.2443;0.0455;0.0717
0.2787;0.0578;0.0992
0.3508;0.1159;0.0856
0.3593;0.0493;0.0874
0.2314;0.1001;0.1151
0.245;0.0696;0.0779
0.332;0.064;0.0672
0.2898;0.0554;0.0898
0.6015;0.0984;0.109
0.2288;0.07;0.0777
0.2857;0.0594;0.0582
0.3228;0.091;0.2186
0.2424;0.07;0.0842
0.2261;0.0475;0.1229
0.3864;0.1139;0.0593
0.5327;0.0528;0.1153
0.4095;0.0827;0.1175
0.3053;0.0615;0.0357
0.2763;0.0579;0.0464
0.2455;0.0329;0.0422
0.2945;0.0454;0.0456
0.5433;0.1197;0.0895
0.2599;0.0546;0.0537
0.2767;0.0414;0.057
0.2492;0.0444;0.0627
0.4189;0.0761;0.0759
0.2788;0.1554;0.1555
0.3394;0.0789;0.065
0.2836;0.0412;0.0645
0.2445;0.0967;0.0424
0.3671;0.0662;0.0316
0.227;0.0726;0.0674
0.2987;0.0477;0.0746
0.2516;0.0612;0.0556
0.4435;0.0496;0.0502
0.3851;0.0384;0.0454
0.2308;0.0428;0.1004
0.3948;0.052;0.0656
0.2533;0.0547;0.1151
0.2411;0.0423;0.0699
0.3948;0.0543;0.1278
0.3719;0.049;0.1599
0.2647;0.0591;0.1015
0.472;0.0538;0.0778
0.3688;0.0407;0.0382
0.258;0.0413;0.0299
0.2481;0.0453;0.0578
0.3566;0.0458;0.0732
5.403;0.1203;0.1659
8.4559;0.3608;1.0656
6.766;0.5331;1.2712
6.8366;0.3195;0.2394
5.069;0.1102;0.1343
3.9685;0.1417;0.327
3.7864;0.1481;0.415
4.32;0.1262;0.3283
3.7338;0.3058;0.3319
5.0723;0.1579;0.3028
4.1843;0.1606;0.4123
4.7762;0.1835;0.4143
5.7932;0.2331;0.1815
3.824;0.1561;0.5958
3.6813;0.1903;0.3462
5.0396;0.2155;0.6019
3.7561;0.0684;0.2067
4.931;0.128;0.2968
5.0233;0.1889;0.5869
4.0074;0.2924;0.6113
4.043;0.1832;0.7828
5.3449;0.3302;1.5369
3.8345;0.3506;1.2361
4.1967;0.2444;0.7801
5.1449;0.1452;0.1847
4.8143;0.29;0.8186
4.8435;0.1318;0.1765
3.7925;0.1287;0.3235
4.1475;0.1251;0.2498
3.6879;0.214;0.5161
3.6114;0.1579;0.4521
3.9227;0.1505;0.2397
5.1254;0.1928;0.3022
3.7411;0.1753;0.6586
3.7538;0.1085;0.3353
5.128;0.1666;0.5612
3.7035;0.228;0.794
3.8336;0.2124;0.3023
4.5003;0.1495;0.424
4.1096;0.2823;0.4534
3.7308;0.1333;0.3128
5.3598;0.13;0.2735
4.7725;0.1416;0.4253
4.3144;0.2643;0.2048
5.0278;0.1679;0.4305
3.8514;0.1593;0.9211
4.9771;0.2217;0.6239
4.4725;0.2004;1.6002
9.1264;0.3934;1.7406
10.4284;0.2804;1.5161
10.3927;0.2397;0.2547
4.1593;0.1605;0.3819
4.1661;0.1165;0.3054
5.0636;0.2956;0.3047
3.706;0.1403;0.1859
4.2437;0.1434;0.3037
3.7292;0.2307;0.3534
3.7391;0.2356;0.8362
5.3056;0.172;0.4019
4.2811;0.1194;0.1298
3.7944;0.1561;0.4244
4.955;0.217;0.3717
5.0021;0.198;0.2257
6.0311;0.1982;0.4209
4.1063;0.0891;0.2499
3.5982;0.1547;0.2597
6.2357;0.4634;0.617
3.7803;0.2516;0.4866
3.8606;0.13;0.1288
3.9225;0.1285;0.2859
4.9615;0.1361;0.5504
3.5903;0.19;0.4377
3.7359;0.1488;0.3273
3.7673;0.1273;0.2027
4.999;0.1872;0.3665
5.2884;0.2975;0.7311
9.2826;0.3216;0.6955
6.7533;0.6502;0.6153
5.6199;0.4111;0.6389
7.073;0.1737;0.6228
4.0115;0.2283;0.1891
3.8597;0.1819;0.237
5.003;0.2648;1.1983
9.3117;0.1454;0.412
5.0338;0.1706;0.5348
5.194;0.154;0.5833
3.7027;0.1182;0.3276
3.7552;0.0957;0.2979
3.8605;0.2154;0.702
3.8783;0.1367;0.2517
3.9077;0.0875;0.3608
3.7668;0.1761;0.564
3.95;0.1994;0.4358
4.0685;0.2547;0.8286
3.7754;0.1129;0.2546
5.1691;0.133;0.3114
4.581;0.1271;0.314
3.9154;0.2016;0.5868
3.8031;0.1123;0.3523
3.8088;0.1903;0.332
155.851;0.6742;1.3849
154.125;0.9922;3.7273
148.388;0.4811;0.842
146.032;0.5046;1.1305
152.76;0.7099;2.7536
158.465;0.727;2.5982
163.107;0.3137;0.206
161.552;0.3396;0.5077
169.604;0.4339;0.7654
165.611;0.8151;1.1045
146.792;0.2735;1.5742
157.803;0.3994;0.4636
136.2;0.4366;0.7823
155.294;0.5177;1.2016
139.958;0.6487;1.516
135.4;0.397;1.0258
149.256;0.3549;0.6031
160.665;0.4594;1.6808
155.014;0.4686;1.2071
147.218;0.3772;0.5584
148.899;0.4732;1.2803
161.056;0.4466;0.8387
152.042;0.3644;0.5881
147.913;0.5511;1.2151
154.733;0.5463;0.4586
169.529;0.431;1.514
138.959;0.9294;3.977
134.321;0.4015;0.641
135.826;0.428;0.5231
135.562;0.4034;0.711
147.739;0.5853;1.6316
166.607;0.7029;1.4459
154.776;0.5309;0.6561
167.349;0.6675;1.7863
151.791;0.3628;0.7512
140.31;0.5986;1.2267
140.869;0.9313;0.9783
180.036;0.6806;3.4033
141.357;0.4448;1.9009
178.689;0.5355;0.9163
154.548;1.2223;1.1106
147.523;0.2899;0.8457
146.402;2.0507;1.8648
167.272;0.9069;1.7778
149.771;0.6891;1.4853
157.67;0.4371;1.085
165.825;0.3458;0.6299
155.049;0.7427;2.2656
137.649;0.6116;1.6645
175.475;0.604;1.723
157.215;0.6321;0.9703
146.832;0.5486;1.0777
148.153;0.3347;1.039
138.618;0.7471;1.5783
162.93;0.4929;0.7454
148.79;0.3344;0.3718
138.311;0.8306;1.7297
311.259;0.5237;1.0058
410.849;1.0888;1.6652
404.93;1.0191;2.0575
404.994;0.923;1.3676
467.99;0.5084;2.1428
486.595;1.1207;2.8001
416.039;0.5897;2.9449
418.911;0.7436;1.6115
409.415;0.7421;1.3567
453.201;0.6352;4.1955
449.498;1.1405;1.6897
420.801;0.9441;1.4753
317.514;0.496;0.4502
454.735;1.6235;2.3597
470.569;0.643;1.1748
430.702;0.5513;1.0088
483.276;1.6035;2.724
462.083;1.2621;6.5604
442.14;0.6101;2.0704
452.987;0.5143;0.5487
419.699;0.7209;0.7417
405.284;1.1137;1.7025
440.022;0.9026;4.1599
362.389;1.0765;2.4205
418.564;2.0028;3.1666
402.188;0.5154;1.4077
414.156;0.4184;0.5338
397.542;0.3546;0.7912
471.259;0.9224;1.3611
458.446;1.3437;1.2888
456.047;1.6019;1.6407
473.079;1.7278;2.4663
445.14;4.8753;1.9905
469.689;0.908;2.314
430.91;0.9223;8.0736
394.076;2.4271;3.1428
394.69;0.9387;2.5902
426.385;1.3024;3.1669
409.53;0.8633;3.2677
392.822;0.3284;0.6321
432.446;1.3706;2.4801
365.686;0.5031;0.724
383.984;0.86;1.4094
5.0372;0.2675;0.6356
5.1702;0.2758;0.3662
6.1864;0.3159;0.3455
5.211;0.3711;0.7773
6.7054;0.3081;1.3871
5.2562;0.4439;0.6185
5.8697;0.2677;0.3193
4.4114;0.2039;0.2921
5.2337;0.2673;0.6159
4.4735;0.2368;0.4671
4.738;0.2165;0.2578
4.358;0.1857;0.3676
5.0059;0.1628;0.2053
3.936;0.1701;0.3491
5.3069;0.146;0.3154
4.4284;0.2487;0.24
4.7801;0.2745;0.336
3.6372;0.1563;0.1637
5.5753;0.3508;0.4075
5.3273;0.2563;0.4138
5.5322;0.3012;0.6275
6.4411;0.4651;0.3174
5.5692;0.1773;0.2524
3.9522;0.3073;0.8783
4.9764;0.3888;0.7865
5.1522;0.2537;0.766
5.1638;0.2014;0.4656
4.2091;0.2923;0.3982
4.2843;0.172;0.3135
4.5285;0.1589;0.1766
3.9149;0.1622;0.2603
5.0787;0.2611;0.6941
4.77;0.1995;0.3775
4.309;0.2004;0.4803
6.9453;0.2261;0.3979
4.7981;0.2783;0.8372
4.1718;0.1662;0.8687
4.9253;0.1979;0.5566
4.868;0.1695;0.3981
4.4306;0.1779;0.3361
5.2856;0.3097;0.6143
4.2183;0.4313;1.0464
5.1209;0.2987;0.478
5.2946;0.2595;0.4468
6.0142;0.1551;0.4192
5.2026;0.1522;0.4382
4.8722;0.365;0.8244
3.7456;0.1593;0.4463
4.4597;0.2023;0.5136
5.5341;0.1551;0.3552
4.2613;0.2357;0.5389
3.6857;0.2594;0.271
4.4317;0.1806;0.6301
3.9641;0.2546;0.2945
3.8917;0.1841;0.3879
3.7462;0.2368;1.095
4.9142;0.1565;0.3172
4.4139;0.206;0.2512
5.1148;0.1916;0.2982
5.3555;0.141;0.3688
5.4017;0.242;0.1255
6.3341;1.0274;0.4096
5.4778;0.3272;0.5189
5.0173;0.1758;0.5992
6.7388;0.1663;0.3292
5.1756;0.1628;0.2902
6.1635;0.1138;0.3474
4.6707;0.1771;0.3784
4.0626;0.1594;0.3085
4.8521;0.2619;0.3649
3.5841;0.182;0.3456
5.1073;0.1679;0.2912
4.7986;0.2358;0.407
6.9899;0.3131;0.4341
5.2792;0.2288;0.5604
4.5765;0.1601;0.3873
4.1536;0.2545;0.2798
7.8888;0.1927;0.3292
4.0212;0.2665;0.6594
4.6557;0.1576;0.2107
3.8746;0.2081;0.5717
5.4957;0.271;0.3379
5.486;0.2531;0.6767
5.7035;0.2189;0.4625
4.1668;0.1284;0.3252
5.2124;0.4063;0.2706
4.2371;0.2969;0.3233
5.3017;0.2979;0.5215
4.3693;0.1526;0.4746
4.4421;0.2488;0.5163
4.1707;0.1802;0.2459
5.0529;0.1426;0.2536
5.2996;0.1337;0.5792
4.2105;0.413;0.805
5.1913;0.1238;0.2164
5.1708;0.2545;0.2137
4.7507;0.1723;0.2624
4.4883;0.2748;0.9566
5.2106;0.2153;0.1962
5.5071;0.4011;0.7028
